x,wpc
100.366,0.170411
100.432,0.0618528
200.717,0.366365
202.29,0.245005
298.05,0.594308
302.641,0.440959
399.87,0.841318
402.988,0.643299
500.183,1.10113
504.812,0.883924
597.497,1.361
606.628,1.13732
697.806,1.6272
700.95,1.38448
798.118,1.88701
804.27,1.63146
898.427,2.15321
901.576,1.9041
998.732,2.42579
998.878,2.18313
1097.55,2.68563
1100.69,2.4493
1196.34,2.9774
1196.5,2.7092
1293.63,3.2692
1296.81,2.96901
1393.95,3.52902
1394.12,3.24166
1491.27,3.76973
1494.42,3.52063
