x,wpc
103.492,0.405491
104.94,0.238315
203.942,0.656912
204.015,0.901124
302.971,1.16548
303.04,1.39684
397.594,1.96993
403.498,1.67397
498.132,2.51698
504.025,2.18245
597.169,3.05125
604.563,2.7295
696.217,3.62409
700.603,3.26394
798.261,4.19676
801.146,3.82384
895.796,4.71826
898.684,4.3582
997.721,4.89248
999.338,5.29085
1090.88,5.82554
1096.78,5.49102
1194.42,6.38528
1195.82,6.06386
1290.48,6.97113
1296.36,6.5852
1395.4,7.13233
1395.51,7.51793
1492.96,7.74381
1496.06,8.09068
